Acc No,Title,Author,Publication,Language,Subject,Rack,Condition,Status,Acc/Rcvd Date,Register,Register SN,Comments,Corrections
81277,Rasagangadhara,Jagannatha Pandita,,,J,"R11, R12",D,O,04/01/1999,MAIN - Vol 2,2328,,
81278,Rasagangadhara,Jagannatha Pandita,,,J,"R11, R12",G,O,04/01/1999,MAIN - Vol 2,2329,,
81279,Tarka Samgraha,Swami Virupakshinanda,,,C2,R2,NA,O,04/01/1999,MAIN - Vol 2,2330,,
81280,Tarka Samgraha,Swami Virupakshinanda,,,C2,R2,G,O,04/01/1999,MAIN - Vol 2,2331,,
81281,Tarka Samgraha,Swami Virupakshananda,"Sri Ramakrishna Math, Chennai",,C2,R2,NA,R,04/01/1999,MAIN - Vol 2,3013,,
81282,Vedanta Paribhasa,Dharmarajadhvari,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2333,,
81283,Vedanta Paribhasa,Dharmarajadhvari,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2334,,
81463,Prataparudriya,Vidyanatha,,,J,"R11, R12",G,O,04/01/1999,MAIN - Vol 2,2335,,
81464,Prataparudriya,Vidyanatha,,,J,"R11, R12",NA,O,04/01/1999,MAIN - Vol 2,2336,,
81695,Madyasiddhantakaumudi,Sudha Indhumathi,,,B6,R3,G,O,04/01/1999,MAIN - Vol 2,2337,,
81696,Madyasiddhantakaumudi,Sudha Indhumathi,,,B6,R3,NA,O,04/01/1999,MAIN - Vol 2,2338,,
81697,Dhvanyaloka,Anandavardhana,,,J,"R11, R12",G,O,04/01/1999,MAIN - Vol 2,2339,,
81698,Brahmasutra Sankarabhasya,Sankaracharya,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2340,,
81699,Brahmasutra Sankarabhasya,Sankaracharya,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2341,,
81700,Brahmasutra Sankarabhasya,Sankaracharya,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2342,,
81701,Brahmasutra Sankarabhasya,Sankaracharya,,,C6,R4,D,O,04/01/1999,MAIN - Vol 2,2343,,
81702,Rasagangadhara,Jagannatha Pandita,,,J,"R11, R12",NA,O,04/01/1999,MAIN - Vol 2,2344,,
81703,System of Sanskrit Grammar,Belvalkar S K,,,B6,R3,G,O,04/01/1999,MAIN - Vol 2,2345,,
81704,Manusmrti,Sharma,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2346,,
81705,Elements of Research Methodology In Sanskrit,Dash K C,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2347,,
81706,Natyasastra Vol I,Unni,,,I1,R11,G,O,04/01/1999,MAIN - Vol 2,2348,,
81707,Natyasastra Vol I,Unni,,,I1,R11,G,O,04/01/1999,MAIN - Vol 2,2349,,
81708,Natyasastra Vol III,Unni,,,I1,R11,G,O,04/01/1999,MAIN - Vol 2,2350,,
81953,Methodology In Indological Research,Srimannarayana Murti,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2362,,
81954,Tarka Samgraha,Swami Virupakshinanda Ed,,,C2,R2,G,O,04/01/1999,MAIN - Vol 2,2363,,
81955,Tarka Samgraha,Swami Virupakshinanda Ed,,,C2,R2,G,O,04/01/1999,MAIN - Vol 2,2364,,
81956,Vedantaparibhasa,Dharmarajadhvari (Mutt Ed),"Sri Ramakrishna Math, Chennai",,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2365,,
81957,Vedantaparibhasa,Dharmarajadhvari ( Mutt Ed),,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2366,,
81958,Prataparudriyam,Vidyanatha (SES Ed),,,J,"R11, R12",D,O,04/01/1999,MAIN - Vol 2,2367,,
81959,Prataparudriyam,Vidyanatha (SES Ed),,,J,"R11, R12",D,O,04/01/1999,MAIN - Vol 2,2368,,
82014,A Sankrit Manual Part I,Antoine R,,,O,R16,NA,M,04/01/1999,MAIN - Vol 2,2382,,
82015,A Sankrit Manual Part I,Antoine R,,,O,R16,D,O,04/01/1999,MAIN - Vol 2,2383,,
82016,A Sankrit Manual Part I,Antoine R,,,O,R16,G,O,04/01/1999,MAIN - Vol 2,2384,,
82017,A Sankrit Manual Part I,Antoine R,,,O,R16,G,O,04/01/1999,MAIN - Vol 2,2385,,
82018,Pancapadika,Padmapadacarya,,,B6,R3,NA,M,04/01/1999,MAIN - Vol 2,2386,,
82019,Natyasastra,Unni N P,,,I1,R11,G,O,04/01/1999,MAIN - Vol 2,2387,,
82020,Gangalahari,Irma Sehotsman,,,F2,R5,G,O,04/01/1999,MAIN - Vol 2,2388,,
82021,Pada Index of Classical Sanskrit Poems,Satyapal Navanga,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2389,,
82240,Nyayasiddhanjanam,Vendantadesika,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2369,,
82241,Appreciating Bharatanatyam,Vidya Bhavani Suresh,,,I1,R11,G,O,04/01/1999,MAIN - Vol 2,2370,,
82242,Hitopadesa With Traslation,,Bharatiya Vidya Prakasam,,S,R19,G,O,04/01/1999,MAIN - Vol 2,2371,,
82243,Brihad Samskrita Nibanda Kalika,,Bharatiya Vidya Prakasam,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2372,,
82244,Dhvanyaloka,Anandavardhana,Bharatiya Vidya Prakasam,,J,"R11, R12",G,O,04/01/1999,MAIN - Vol 2,2373,,
82245,Natyasastra,,Bharatiya Vidya Prakasam,,I1,R11,G,O,04/01/1999,MAIN - Vol 2,2374,,
82246,Tarka Samgraha,Mehendale (ed),,,C2,R2,G,O,04/01/1999,MAIN - Vol 2,2375,,
82247,The New Vedic Selection,Mehendale (ed),,,A1,R1,G,O,04/01/1999,MAIN - Vol 2,2376,,
82248,The New Vedic Selection,Mehendale (ed),,,A1,R1,G,O,04/01/1999,MAIN - Vol 2,2377,,
82249,Students Sanskrit English and English Sanskrit Dictionary,Mehendale (ed),,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2378,,
82250,Six Systems of Indian Philosophy,Rajadhyaksa (ed),,,C9,R2,G,O,04/01/1999,MAIN - Vol 2,2379,,
82251,The Concept of Language,Rajadhyaksa (ed),,,L,R18,G,O,04/01/1999,MAIN - Vol 2,2380,,
82252,Influence of Nyaya Philosophy On Sanskrit Poetry,Rajadhyaksa (ed),,,M,R18,G,O,04/01/1999,MAIN - Vol 2,2381,,
82544,Deivattinkural (Tamil),,,,M1,R19,G,O,04/01/1999,MAIN - Vol 2,2390,,
82545,Deivattinkural (Tamil),,,,M1,R19,G,O,04/01/1999,MAIN - Vol 2,2391,,
82546,Deivattinkural (Tamil),,,,M1,R19,G,O,04/01/1999,MAIN - Vol 2,2392,,
82547,Deivattinkural (Tamil),,,,M1,R19,G,O,04/01/1999,MAIN - Vol 2,2393,,
82548,Deivattinkural (Tamil),,,,M1,R19,G,O,04/01/1999,MAIN - Vol 2,2394,,
82549,Deivattinkural (Tamil),,,,M1,R19,G,O,04/01/1999,MAIN - Vol 2,2395,,
82550,History of Dharmasastra - Vol I Part I,Kane P V,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2396,,
82551,History of Dharmasastra - Vol I Part II,Kane P V,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2397,,
82552,History of Dharmasastra,Kane P V,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2398,,
82553,History of Dharmasastra,Kane P V,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2399,,
82554,History of Dharmasastra,Kane P V,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2400,,
82555,History of Dharmasastra,Kane P V,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2401,,
82556,History of Dharmasastra,Kane P V,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2402,,
82557,History of Dharmasastra,Kane P V,,,A5,R1,D,O,04/01/1999,MAIN - Vol 2,2403,,
82558,Dharmakosa,Joshi Laxmana Sastri,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2404,,
82559,Dharmakosa,Joshi Laxmana Sastri,,,A5,R1,D,O,04/01/1999,MAIN - Vol 2,2405,,
82560,Dharmakosa,Joshi Laxmana Sastri,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2406,,
82561,Dharmakosa,Joshi Laxmana Sastri,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2407,,
82562,Dharmakosa,Joshi Laxmana Sastri,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2408,,
82563,Khadiragrhyasistra Or Drahyayannagrhyasutra,,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2409,,
82564,Jaiminigrhyasutra,Caland W Ed,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2410,,
82565,Asvalayanasutra Prayogadipika,Narayanopadyaya Ed,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2411,,
82566,Sankhyanagrhyasutra,Sehgal S R Ed,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2412,,
82567,Sankhyanagrhyasutra,Sehgal S R Ed,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2413,,
82568,Vaikhanasagrhyasutam And Vaikhanasadharmasutra,Caland W Ed`,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2414,,
82569,Laghu tantra Samgraha,Suryakanta Ed,,,C8,R2,G,O,04/01/1999,MAIN - Vol 2,2415,,
82570,Rktantram,Suryakanta Ed,,,C8,R2,G,O,04/01/1999,MAIN - Vol 2,2416,,
82571,Parasaragrhyasutra,Suryakanta Ed,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2417,,
82572,Apastambagrhyasutra,Harda Hamitra Commentry ( Et-All),,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2418,,
82573,Dharmashastra Or The Hindu Law Codes,"Dutt, Manmathant Translation",,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2419,,
82574,Subhasita Ratna Bhandagara,Narayana Ramachandra,,,F2,R5,G,O,04/01/1999,MAIN - Vol 2,2420,,
82575,Dharmakosa Vol III Part I,Joshi Laxmana Sastri,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2421,,
82576,Pada Index of Classical Sanskrit Poems,Narang Satya Pal,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2422,,
82577,Hindu Manners Customs And Ceremonies,Duhoi Abbe J A,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2423,,
82578,Kalyana Shadanku,Kearns J F,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2424,,
82579,A Cultural History of India,Basham A L,,,M,R18,G,O,04/01/1999,MAIN - Vol 2,2425,,
82580,Some Womens Rites And Rights In The Veda,Schnridt Hanns Peter,,,A6,R1,NA,M,04/01/1999,MAIN - Vol 2,2426,,
82581,Pauranic Ritualism of The Fifth Century,Shah Priyabala,,,E,R9,G,O,04/01/1999,MAIN - Vol 2,2427,,
82582,Divine Hymns And Ancient Thought Vol II,Dange Sadashiv A,,,A6,R1,G,O,04/01/1999,MAIN - Vol 2,2428,,
82583,Vedic Elements In Puranic Mantras And Rituals,Gauri Mahulikar,,,E,R9,G,O,04/01/1999,MAIN - Vol 2,2429,,
82584,Dana-Gift Systems In Anceient India,Vijay Nath,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2430,,
82585,Customs of The World Vol I,Hutchinson Ed,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2431,,
82586,Customs of The World Vol II,Hutchinson Ed,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2432,,
82587,Understanding Veda Karmakhanda Vol I,Kannan G K S,,,C5,R2,G,O,04/01/1999,MAIN - Vol 2,2433,,
82588,Understanding Veda Karmakhanda Vol II,Kannan G K S,,,C5,R2,NA,O,04/01/1999,MAIN - Vol 2,2434,,
82589,South Indian Customs,Jagadisa Ayyar P V,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2435,,
82590,Rituals And Mantras- Rules Without Meaning,Staal Frits,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2436,,
82591,Dharmasutras,Olivelle Patrick Translation,,,A5,R1,G,O,04/01/1999,MAIN - Vol 2,2437,,
82592,The Hindu Temple Vol I,Kramrich Stella,,,M,R18,G,O,04/01/1999,MAIN - Vol 2,2438,,
82593,The Hindu Temple Vol II,Kramrich Stella,,,M,R18,G,O,04/01/1999,MAIN - Vol 2,2439,,
82594,The Science of Ritual,Staal Frits,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2440,,
82595,Vedic Law of Marriage,Mahaddeva Sastri,,,A6,R1,G,O,04/01/1999,MAIN - Vol 2,2441,,
82596,Vedic Bibliography Vol I,Dandekar R N,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2442,,
82597,Vedic Bibliography Vol II,Dandekar R N,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2443,,
82598,Vedic Bibliography Vol III,Dandekar R N,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2444,,
82599,Vedic Bibliography Vol IV,Dandekar R N,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2445,,
82600,Vedic Bibliography Vol V,Dandekar R N,,,R,"R6, R16",G,O,04/01/1999,MAIN - Vol 2,2446,,
82601,Bhagavatgita And Vishnusahasranama,,,,C6,R4,NA,O,04/01/1999,MAIN - Vol 2,2447,,
82606,Brhmasutra Sankarabhasya Vol I,Kadalangudi Natesasastri,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2448,,
82607,Brhmasutra Sankarabhasya Vol II,Kadalangudi Natesasastri,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2449,,
82608,Brhmasutra Sankarabhasya Vol III,Kadalangudi Natesasastri,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2450,,
82609,Geetapperurai,Muthu R S Translation,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2451,,
82616,The Concept of Vyavaharika In Advaita Vedanta,Ramachandran T P,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2452,,
82617,Concept of Mukti In Advaita Vedanta,Krishna Warrier A G,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2453,,
82618,Advaita And Other Systems,Sundaram P K,,,C6,R4,G,O,04/01/1999,MAIN - Vol 2,2454,,
82619,The Syntax And Semantics of Sanskrit Compound,Dash Siniruddha,,,L,R18,G,O,04/01/1999,MAIN - Vol 2,2455,,
82620,These Little Known Advaitins,Revathy S,,,C9,R2,G,O,04/01/1999,MAIN - Vol 2,2456,,
82741,Indian Theory of Asthetics,Sastri P S,,,J,"R11, R12",G,O,,MAIN - Vol 2,2464,,
82742,Rgveda,Sastri P S,,,A1,R1,G,O,,MAIN - Vol 2,2465,,
82743,Some Unexplored Aspects of The Rasa Theory,Chaturvedi B M,,,J,"R11, R12",G,O,,MAIN - Vol 2,2466,,
83176,Development of Nagari Script,Arvind K Singh,,,L,R18,G,O,,MAIN - Vol 2,2467,,
83177,Doctrines of Samskritabhasya And Bhaskarabhasya On Brhmasutra,Kumudini,,,C6,R4,G,O,,MAIN - Vol 2,2468,,
83178,Philosophies of Religion And Advaita Vedanta,Sharma A,,,C6,R4,NA,M,,MAIN - Vol 2,2469,,
83179,Invariable Concommunitance In Navya Nyaya,Toshirowada,,,C2,R2,G,O,,MAIN - Vol 2,2470,,
83180,Dhvanyaloka Concondence,Amaladass A,,,J,"R11, R12",G,O,,MAIN - Vol 2,2471,,
83181,Dictionary of Sanskrit Poetics,Nagandra,,,R,"R6, R16",G,O,,MAIN - Vol 2,2472,,
83182,Six Systems of Indian Philosophy,Maxmuller,,,C9,R2,G,O,,MAIN - Vol 2,2473,,
83183,Ancient Indian Education,Mookarji R K,,,M,R18,G,O,,MAIN - Vol 2,2474,,
83184,Professor Kane's Contribution To Dharmasastra Literature,Moghe S G,,,A5,R1,G,O,,MAIN - Vol 2,2475,,
83185,Aspects of Indological Studies,Wadekar M L,,,M,R18,G,O,,MAIN - Vol 2,2476,,
83186,Satasloki of Sri Sankaracarya,Sastri S N,,,C6,R4,G,O,,MAIN - Vol 2,2477,,
83187,Concept of Dhvani In Sanskrit Poetics,Panda P K,,,J,"R11, R12",G,O,,MAIN - Vol 2,2478,,
83188,Critical Linguistic Study of The Pratisakhya,Chakrabarti (Sukla),,,A6,R1,G,O,,MAIN - Vol 2,2479,,
83189,Astadhyayi of Panini Vol I,Sharma Rama Kanta,,,B6,R3,G,O,,MAIN - Vol 2,2480,,
83190,Nitiprakasika,Oppert G,,,F2,R5,G,O,,MAIN - Vol 2,2481,,
83191,Fourteen Novels of Sanskrit,Pramod (Bharatiya),,,G,R17,G,O,,MAIN - Vol 2,2482,,
83192,Descriptive Catalogue of Sanskrit Inscriptions Vol I,Pushpendra Kumar,,,R,"R6, R16",G,O,,MAIN - Vol 2,2483,,
83193,Descriptive Catalogue of Sanskrit Inscriptions Vol II,Pushpendra Kumar,,,R,"R6, R16",G,O,,MAIN - Vol 2,2484,,
83194,Descriptive Catalogue of Sanskrit Inscriptions Vol III,Pushpendra Kumar,,,R,"R6, R16",G,O,,MAIN - Vol 2,2485,,
83195,Descriptive Catalogue of Sanskrit Inscriptions Vol IV,Pushpendra Kumar,,,R,"R6, R16",G,O,,MAIN - Vol 2,2486,,
83196,Descriptive Catalogue of Sanskrit Inscriptions Vol V,Pushpendra Kumar,,,R,"R6, R16",G,O,,MAIN - Vol 2,2487,,
83197,Descriptive Catalogue of Sanskrit Inscriptions Vol VI,Pushpendra Kumar,,,R,"R6, R16",G,O,,MAIN - Vol 2,2488,,
83199,Introduction To Ayurveda,Raghavendra Javal Gekor (Ravindranath),,,C8,R2,G,O,,MAIN - Vol 2,2489,,
83200,Dhaturupakosa,Narayar Ganthi,,,R,"R6, R16",G,O,,MAIN - Vol 2,2490,,
83201,Governance In Ancient India,Chandra Pande,,,M,R18,G,O,,MAIN - Vol 2,2491,,
83202,Kuvalayananda Chitramimamsa And Vrttivartikam of Appaya Deekshita,Sitaraman Jone Yulu K,,,J,"R11, R12",G,O,,MAIN - Vol 2,2492,,
83203,Anandalahari,Ramachandra Sarma K,,,F2,R5,G,O,,MAIN - Vol 2,2493,,
83204,Collections of Stotras,Appayya Diksita,,,F2,R5,G,O,,MAIN - Vol 2,2494,,
83205,Sastra Siddhanta Lesa Sangraha,Krishnamurthi Sastri,,,C6,R4,G,O,,MAIN - Vol 2,2495,,
83206,Nyaya Raksamani,Krishnamurthi Sastri,,,C2,R2,G,O,,MAIN - Vol 2,2496,,
83207,Brhat Sutra Bhasya of Sri Kanthacarya Vol I,Halasyanatha Sastri R,,,C8,R2,G,O,,MAIN - Vol 2,2497,,
83208,Brhat Sutra Bhasya of Sri Kanthacarya Vol II,Halasyanatha Sastri R,,,C8,R2,G,O,,MAIN - Vol 2,2498,,
83209,Astanga Hrdayam Vol I,Vagbhata,,,C8,R2,G,O,04/01/1999,MAIN - Vol 2,2459,,
83210,Astanga Hrdayam Vol II,Vagbhata,,,C8,R2,G,O,,MAIN - Vol 2,2460,,
83211,Astanga Hrdayam Vol III,Vagbhata,,,C8,R2,G,O,,MAIN - Vol 2,2461,,
83212,History of Vedic Literature,Sarma S A,,,K,R17,G,O,,MAIN - Vol 2,2499,,
83213,Kavyamimamsa of Rajasekhara,Prakash S,,,J,"R11, R12",G,O,,MAIN - Vol 2,2500,,
83214,Visvagunadarsa Campu,Jatashankara Pathaka,,,H,R17,NA,R,,MAIN - Vol 2,3030,,
83215,Upanishads Retold Vol I,Date V H,,,C6,R4,G,O,,MAIN - Vol 2,2502,,
83216,Upanishads Retold Vol II,Date V H,,,C6,R4,G,O,,MAIN - Vol 2,2503,,
83217,Anandasagarastava,Nilakantha Dikshita,,,F2,R5,G,O,04/01/1999,MAIN - Vol 2,2457,,
83218,Theory of Drama,Rai R M,,,I1,R11,G,O,,MAIN - Vol 2,2504,,
83219,Musikavamsa Mahakavya,Menon K P A,,,F1,R5,G,O,,MAIN - Vol 2,2505,,
83362,Ramayana of Valmiki Vol I,Mudholkur Sastri,,,D1,R9,G,O,,MAIN - Vol 2,2506,,
83363,Ramayana of Valmiki Vol II,Mudholkur Sastri,,,D1,R9,G,O,,MAIN - Vol 2,2507,,
83364,Ramayana of Valmiki Vol III,Mudholkur Sastri,,,D1,R9,G,O,,MAIN - Vol 2,2508,,
83365,Ramayana of Valmiki Vol IV,Mudholkur Sastri,,,D1,R9,G,O,,MAIN - Vol 2,2509,,
83366,Ramayana of Valmiki Vol V,Mudholkur Sastri,,,D1,R9,G,O,,MAIN - Vol 2,2510,,
83367,Ramayana of Valmiki Vol VI,Mudholkur Sastri,,,D1,R9,G,O,,MAIN - Vol 2,2511,,
83368,Ramayana of Valmiki Vol VII,Mudholkur Sastri,,,D1,R9,G,O,,MAIN - Vol 2,2512,,
83369,Ramayana of Valmiki Vol VIII (Index And Verses),Mudholkur Sastri,,,D1,R9,G,O,,MAIN - Vol 2,2513,,
83370,Complete Works of Sri Sankaracharya Vol III,Sankaracharya,,,R,"R6, R16",G,O,,MAIN - Vol 2,2514,,
83371,Complete Works of Sri Sankaracharya Vol V Laghu Bhasyas,Sankaracharya,,,R,"R6, R16",G,O,,MAIN - Vol 2,2515,,
83372,Complete Works of Sri Sankaracharya Vol IX Chandogya Bhasyas,Sankaracharya,,,R,"R6, R16",G,O,,MAIN - Vol 2,2516,,
83373,Vadamozhi Chorkadal,Papanasam Sivam,,,R,"R6, R16",G,O,,MAIN - Vol 2,2517,,
83374,Padartha Vijnana,Dwivedi B K,,,C2,R2,G,O,,MAIN - Vol 2,2518,,
83375,Penguin Dictionary of Indian Classical Music,Menon R R,,,R,"R6, R16",G,O,,MAIN - Vol 2,2519,,
83376,Ayurveda And The Mind - The Healing of Consciousness,Frawley D,,,C8,R2,G,O,,MAIN - Vol 2,2520,,
83377,Contribution of Tamil Nadu To Sanskrit,Sundaram C S,,,M,R18,G,O,,MAIN - Vol 2,2521,,
83378,Bharavi,Gangopadhyay M K,,,M1,R19,NA,O,,MAIN - Vol 2,2522,,
83379,The Astadhyayi of Panini Vol I,Joshi S D And Rood Berger J A F,,,B6,R3,G,O,,MAIN - Vol 2,2523,,
83380,The Astadhyayi of Panini Vol II,Joshi S D And Rood Berger J A F,,,B6,R3,G,O,,MAIN - Vol 2,2524,,
83381,The Astadhyayi of Panini Vol III,Joshi S D And Rood Berger J A F,,,B6,R3,G,O,,MAIN - Vol 2,2525,,
83382,The Astadhyayi of Panini Vol IV,Joshi S D And Rood Berger J A F,,,B6,R3,G,O,,MAIN - Vol 2,2526,,
83383,The Astadhyayi of Panini Vol V,Joshi S D And Rood Berger J A F,,,B6,R3,G,O,,MAIN - Vol 2,2527,,
83384,The Astadhyayi of Panini Vol VI,Joshi S D And Rood Berger J A F,,,B6,R3,G,O,,MAIN - Vol 2,2528,,
83385,The Astadhyayi of Panini Vol VII,Joshi S D And Rood Berger J A F,,,B6,R3,G,O,,MAIN - Vol 2,2529,,
83386,The Astadhyayi of Panini Vol VIII,Joshi S D And Rood Berger J A F,,,B6,R3,G,O,,MAIN - Vol 2,2530,,
83449,Polyandry In Ancient India,Singh S D,,,M,R18,G,O,,MAIN - Vol 2,2531,,
83450,Vastusastra Upanishad,Boner A And Others,,,C8,R2,G,O,,MAIN - Vol 2,2532,,
83451,The Sanskrit Language,Burrow T,,,L,R18,G,O,,MAIN - Vol 2,2533,,
83452,A Tradition of Teachers Sankara And Jagadguru's Today,Cenkner W,,,M,R18,G,O,,MAIN - Vol 2,2534,,
83453,Astanga Hrdayam With Hindi Commentry,Vagbhata,,,C8,R2,G,O,,MAIN - Vol 2,2462,,
83454,Astanga Hrdayam With Hindi Commentry,Vagbhata,,,C8,R2,G,O,,MAIN - Vol 2,2463,,
83455,The Hindu Temple Vol I,Kramrich S,,,M,R18,G,O,,MAIN - Vol 2,2535,,
83456,The Hindu Temple Vol II,Kramrich S,,,M,R18,G,O,,MAIN - Vol 2,2536,,
83457,Hinduism- What It Is Really In Sanatana Dharma Genology,"Dasa, J B & Howley, T",,,M,R18,NA,M,,MAIN - Vol 2,2537,,
83458,Corruption In Ancient India,Shankar V,,,M,R18,G,O,,MAIN - Vol 2,2538,,
83459,Brief History of Dharma Sastra,Banerji S C,,,K,R17,G,O,,MAIN - Vol 2,2539,,
83461,Lilavati of Bhaskaracarya - A Treatise of Mathematics of Vedic Tradition,"Patwardhan, K S & Naimpally, S A & Singh, S L",,,C8,R2,NA,O,,MAIN - Vol 2,2540,,
83462,Ascetics And Kings In A Jain Ritual Culture,Bable Lawrance A,,,M,R18,G,O,,MAIN - Vol 2,2541,,
83463,Contribution of Karnataka To Sanskrit,,,,M,R18,G,O,04/01/1999,MAIN - Vol 2,2458,,
83721,Arthasamgraha of Laugaksi Bhaskara With Tantraprakasika,Tatacarya D T,,,C5,R2,G,O,,MAIN - Vol 2,2542,,
83722,Arthasamgraha of Laugaksi Bhaskara With Tantraprakasika,Tatacarya D T,,,C5,R2,G,O,,MAIN - Vol 2,2543,,
83723,Visistadvaita Kosa,Tatacarya Swami,,,R,"R6, R16",NA,M,,MAIN - Vol 2,2544,,
83780,Panchatantram,Tatacarya Swami,,,S,R19,G,O,,MAIN - Vol 2,2545,,
83781,Charucharya,Tatacarya Swami,,,F2,R5,G,O,,MAIN - Vol 2,2546,,
83782,Mudrarasasam With Commentary,Visakhadatta ( Kale M R),,,I,R10,G,O,,MAIN - Vol 2,2547,,
83783,Mudrarasasam With Commentary,Visakhadatta ( Kale M R),,,I,R10,G,O,,MAIN - Vol 2,2548,,
83784,Dasakumaracarita With Commentary,Dandin (Kale M R),,,G,R17,G,O,,MAIN - Vol 2,2549,,
83785,Vaikhanasa Agama Kosa,Ramanuja Tatacarya ( Et … All),,,R,"R6, R16",G,O,,MAIN - Vol 2,2550,,
83786,Isa Kena Upanishad,Natesa Sastri,,,C6,R4,G,O,,MAIN - Vol 2,2551,,
83787,Katopanishad,Natesa Sastri,,,C6,R4,G,O,,MAIN - Vol 2,2552,,
83788,Taittariy Upanishad,Natesa Sastri,,,C6,R4,G,O,,MAIN - Vol 2,2553,,
83789,Taittariy Upanishad,Natesa Sastri,,,C6,R4,G,O,,MAIN - Vol 2,2554,,
83790,Sankhya Tattvam With Translation (Kadalanpudi Tamil),Natesa Sastri,,,C3,R2,G,O,,MAIN - Vol 2,2555,,
83791,Sankhya Tattvam,Natesa Sastri,,,C3,R2,G,O,,MAIN - Vol 2,2556,,
83792,Patanjaliyoga,Natesa Sastri,,,C4,R2,D,O,,MAIN - Vol 2,2557,,
83793,Taittariyaranyakam Surya Namaskaram,Natesa Sastri,,,A2,R1,G,O,,MAIN - Vol 2,2558,,
83794,Literary Gems In Tamil,Subramaniam A V,,,M,R18,G,O,,MAIN - Vol 2,2559,,
83795,Dictionary of Tamil Literary And Critical Terms,John Samuel G,,,R,"R6, R16",G,O,,MAIN - Vol 2,2560,,
83796,Tamil Identity And Resistance To Sanskrit,John Samuel G,,,M,R18,G,O,,MAIN - Vol 2,2561,,
83797,Dravida Mozhikalin Oppaayvu,John Samuel G,,,M,R18,NA,M,,MAIN - Vol 2,2562,,
83798,Kalaiyum Kalaikotpadum,John Samuel G,,,I1,R11,G,O,,MAIN - Vol 2,2563,,
83799,Ilakkiya Oppayukkaalamkal,John Samuel G,,,R,"R6, R16",G,O,,MAIN - Vol 2,2564,,
83842,Learn Sanskrit In Fifty Days,Shastri Pandey,,,O,R16,G,O,,MAIN - Vol 2,2745,,
83843,Manjulamanjusha,Shastri Pandey,,,R,"R6, R16",G,O,,MAIN - Vol 2,2746,,
83844,English Sanskrit Dictionary,Shastri Pandey,,,R,"R6, R16",G,O,,MAIN - Vol 2,2747,,
